Российская Федерация;373.0
Центральный федеральный округ;99.0
Белгородская область;4.0
Брянская область;1.0
Владимирская область;3.0
Воронежская область;4.0
Ивановская область;4.0
Калужская область;2.0
Костромская область;5.0
Курская область;4.0
Липецкая область;2.0
гор. Москва;33.0
Московская область;11.0
Орловская область;1.0
Рязанская область;5.0
Смоленская область;2.0
Тамбовская область;5.0
Тверская область;4.0
Тульская область;3.0
Ярославская область;6.0
Северо-Западный федеральный округ;46.0
Республика Карелия;2.0
Республика Коми;4.0
Архангельская область;1.0
Вологодская область;1.0
Калининградская область;8.0
Ленинградская область;5.0
гор. Санкт-Петербург;15.0
Мурманская область;3.0
Новгородская область;5.0
Псковская область;2.0
Ненецкий автономный округ;0.0
Южный федеральный округ;56.0
Республика Адыгея (Адыгея);2.0
Республика Калмыкия;2.0
Республика Крым;4.0
Краснодарский край;22.0
Астраханская область;2.0
Волгоградская область;11.0
Ростовская область;12.0
гор. Севастополь;1.0
Северо-Кавказский федеральный округ;23.0
Республика Дагестан;4.0
Республика Ингушетия;1.0
Кабардино-Балкарская Республика;3.0
Карачаево-Черкесская Республика;1.0
Республика Северная Осетия-Алания;4.0
Чеченская Республика;0.0
Ставропольский край;10.0
Приволжский федеральный округ;63.0
Республика Башкортостан;3.0
Республика Марий Эл;1.0
Республика Мордовия;0.0
Республика Татарстан (Татарстан);6.0
Удмуртская Республика;5.0
Чувашская Республика - Чувашия;1.0
Пермский край;4.0
Кировская область;4.0
Нижегородская область;13.0
Оренбургская область;3.0
Пензенская область;6.0
Самарская область;7.0
Саратовская область;8.0
Ульяновская область;2.0
Уральский федеральный округ;23.0
Курганская область;2.0
Свердловская область;6.0
Тюменская область;6.0
Челябинская область;7.0
Ханты-Мансийский автономный округ - Югра;2.0
Ямало-Ненецкий автономный округ;0.0
Сибирский федеральный округ;42.0
Республика Алтай;0.0
Республика Тыва;1.0
Республика Хакасия;1.0
Алтайский край;7.0
Красноярский край;9.0
Иркутская область;6.0
Кемеровская область - Кузбасс;5.0
Новосибирская область;6.0
Омская область;7.0
Томская область;0.0
Дальневосточный федеральный округ;21.0
Республика Бурятия;2.0
Республика Саха (Якутия);1.0
Забайкальский край;2.0
Приморский край;7.0
Камчатский край;0.0
Хабаровский край;2.0
Амурская область;5.0
Магаданская область;1.0
Сахалинская область;0.0
Еврейская автономная область;1.0
Чукотский автономный округ;0.0
Федеральные территории;0.0
Сириус;0.0
Российская Федерация;447.0
Центральный федеральный округ;112.0
Белгородская область;6.0
Брянская область;1.0
Владимирская область;5.0
Воронежская область;6.0
Ивановская область;4.0
Калужская область;3.0
Костромская область;0.0
Курская область;3.0
Липецкая область;2.0
гор. Москва;37.0
Московская область;17.0
Орловская область;2.0
Рязанская область;8.0
Смоленская область;5.0
Тамбовская область;3.0
Тверская область;2.0
Тульская область;6.0
Ярославская область;2.0
Северо-Западный федеральный округ;41.0
