Российская Федерация;947.0
Центральный федеральный округ;251.0
Белгородская область;14.0
Брянская область;2.0
Владимирская область;9.0
Воронежская область;13.0
Ивановская область;6.0
Калужская область;7.0
Костромская область;10.0
Курская область;10.0
Липецкая область;3.0
гор. Москва;78.0
Московская область;42.0
Орловская область;7.0
Рязанская область;11.0
Смоленская область;4.0
Тамбовская область;6.0
Тверская область;13.0
Тульская область;9.0
Ярославская область;7.0
Северо-Западный федеральный округ;70.0
Республика Карелия;2.0
Республика Коми;6.0
Архангельская область;1.0
Вологодская область;8.0
Калининградская область;5.0
Ленинградская область;8.0
гор. Санкт-Петербург;30.0
Мурманская область;4.0
Новгородская область;3.0
Псковская область;3.0
Ненецкий автономный округ;0.0
Южный федеральный округ;126.0
Республика Адыгея (Адыгея);6.0
Республика Калмыкия;6.0
Республика Крым;11.0
Краснодарский край;51.0
Астраханская область;8.0
Волгоградская область;20.0
Ростовская область;17.0
гор. Севастополь;7.0
Северо-Кавказский федеральный округ;61.0
Республика Дагестан;24.0
Республика Ингушетия;1.0
Кабардино-Балкарская Республика;9.0
Карачаево-Черкесская Республика;2.0
Республика Северная Осетия-Алания;8.0
Чеченская Республика;3.0
Ставропольский край;14.0
Приволжский федеральный округ;185.0
Республика Башкортостан;20.0
Республика Марий Эл;1.0
Республика Мордовия;2.0
Республика Татарстан (Татарстан);30.0
Удмуртская Республика;9.0
Чувашская Республика - Чувашия;2.0
Пермский край;9.0
Кировская область;7.0
Нижегородская область;47.0
Оренбургская область;7.0
Пензенская область;12.0
Самарская область;18.0
Саратовская область;15.0
Ульяновская область;6.0
Уральский федеральный округ;90.0
Курганская область;5.0
Свердловская область;26.0
Тюменская область;29.0
Челябинская область;25.0
Ханты-Мансийский автономный округ - Югра;3.0
Ямало-Ненецкий автономный округ;2.0
Сибирский федеральный округ;94.0
Республика Алтай;2.0
Республика Тыва;0.0
Республика Хакасия;2.0
Алтайский край;19.0
Красноярский край;18.0
Иркутская область;8.0
Кемеровская область - Кузбасс;16.0
Новосибирская область;15.0
Омская область;12.0
Томская область;2.0
Дальневосточный федеральный округ;70.0
Республика Бурятия;7.0
Республика Саха (Якутия);7.0
Забайкальский край;4.0
Приморский край;17.0
Камчатский край;1.0
Хабаровский край;20.0
Амурская область;7.0
Магаданская область;1.0
Сахалинская область;5.0
Еврейская автономная область;1.0
Чукотский автономный округ;0.0
Федеральные территории;0.0
Сириус;0.0
